	attr	count
10094	ki67 status	39
10095	ki67 surg	261
10096	ki67wk0	43
10097	ki67wk16	10
10098	ki67wk4	42
10099	kidney	5
10100	kidney injury	7
10101	kidney status	6
10102	kidney transplant recipient	97
10103	kidney transplant status	21
10104	kidney zone	7
10105	kill time	22
10106	kinship	100
10107	kit	127
10108	kit expression	30
10109	kit information	32
10110	kit mutation	359
10111	kit mutation status	24
10112	kit used	9
10113	kj pyr 9 treatment	5
10114	kl score	98
10115	klf1k288x mutation	9
10116	klf9 mutant klf9ko mice jejunum age	5
10117	klf9 mutant klf9ko mouse jejunum age	3
10118	klf9 wild type klf9wt and mutant klf9ko mice jejunum age	3
10119	klf9 wild type klf9wt mice jejunum age	7
10120	kms 12bm	3
10121	kms 12pe	3
10122	kmt2c mutations	11
10123	knee side	39
10124	knock down	23
10125	knock in	29
10126	knockdown	2020
10127	knockdown chemistry	22
10128	knockdown condition	9
10129	knockdown days	46
10130	knockdown target	22
10131	knocked out gene	90
10132	knockout	735
10133	knockout clone	2062
10134	knockout collection	25
10135	knockout of enhancer like component	33
10136	knosp grade	25
10137	ko	4
10138	ko status	3
10139	kps	461
10140	kr 72 treatment	7
10141	kras	1014
10142	kras 0 'wt',1 'mutated'	111
10143	kras 0 wt, 1 mutated	111
10144	kras aa mut	155
10145	kras and braf mutational status	29
10146	kras expression	21
10147	kras gene mutation status	71
10148	kras genotype	10
10149	kras iw mutation yes/no	41
10150	kras mut	74
10151	kras mut codon	18
10152	kras mut iw	18
10153	kras mut type	18
10154	kras mutation	1384
10155	kras mutation dna	587
10156	kras mutation exon number	587
10157	kras mutation protein	587
10158	kras mutation status	370
10159	kras mutation type	120
10160	kras status	892
10161	kras, nras, or hras mutation	100
10162	kras2 gene	41
10163	kras37bp marker genotype	144
10164	krasv12	27
10165	kreek mchugh schluger kellogg scale score for current alcohol use	288
10166	kreek mchugh schluger kellogg scale score for current cocaine use	286
10167	kreek mchugh schluger kellogg scale score for current heroin use	283
10168	kreek mchugh schluger kellogg scale score for current marijuana use	285
10169	kreek mchugh schluger kellogg scale score for current tobacco use	287
10170	kshv/	27
10171	ksp status	5
10172	kupffer cell derivation	7
10173	kw1 kidney 1 weight in g	81
10174	kw2 kidney 2 weight in g	81
10175	l asparaginase score	197
10176	l dopa/da agonist treatment	28
10177	l dopa dose mg	68
10178	l dopa response	45
10179	l dopa response degree if available	22
10180	l dopa treatment	35
10181	l major infection	9
10182	l2 type	323
10183	lab	6025
10184	lab code	29
10185	lab confirmation	390
10186	lab data id	103
10187	lab database strain name	99
10188	lab description	1941
10189	lab host	6
10190	lab id	84
10191	lab of origin	7
10192	lab or wild strain	37
10193	lab passage number	13
10194	lab sample number	205
10195	label	976
10196	label dilution	15
10197	label protocol	139
10198	label type	36
10199	labelbatch	201
10200	labelblock	53
10201	labeled by	13
10202	labeled cdna	26
10203	labeled molecule	19
10204	labeled protein	12
10205	labeledextract	501
10206	labeling	32
10207	labeling agent	42
10208	labeling batch	218
10209	labeling condition	18
10210	labeling efficiency	25
10211	labeling kit	63
10212	labeling method	79
10213	labeling plate	309
10214	labeling protocol	121
10215	labeling reference	211
10216	labeling time	5
10217	labelled extract conc ng/microl	19
10218	labelled extract concentration	19
10219	labelling batch	423
10220	labexpid	1396
10221	labid	40
10222	labor	11
10223	labor status	21
10224	laboratory	361
10225	laboratory batch	18
10226	laboratory of generation	34
10227	laboratory strain	56
10228	labversion	1763
10229	labversion description	112
10230	lac phenotype	13
10231	lactate and nahco3 as carbon source	9
10232	lactation	9
10233	lactation period	22
10234	lactation stage	20
10235	lactobacillus fermentum isolate	13
10236	lad coronary plaque segment derived from patient 1 and different from which used for experiments 1 and 2 ex1 and ex2 was used in this experiment patient number	7
10237	lad coronary plaque segment derived from patient 1 and different from which used for experiments 1 and 2 ex1 and ex2 was used in this experiment this is technical replicate for the ex3 patient number	3
10238	lad coronary plaque segment derived from patient 2 and different from which used for experiments 9 and 10 ex9 and ex10 was used in this experiment patient number	7
10239	lad coronary plaque segment derived from patient 8 and different from which used for experiments 17 and 18 ex17 and ex18 was used in this experiment patient number	7
10240	lag1psi	450
10241	laminar sample see publication	20
10242	laminar shear stress	10
10243	laminin a	11
10244	land use region	43
10245	land use type	43
10246	landrace	119
10247	landrace tissue	13
10248	landuse of bare fallow, maize cropping or npk fertilization	82
10249	lane	9546
10250	lane number	4
10251	lapatinib sensitivity	20
10252	lar	75
10253	large batch	110
10254	large cafe au lait macules number	32
10255	large cell lung cancer atcc no	2
10256	largest diameter	301
10257	largest dimension ln metastasis cm	93
10258	largest dimension primary tumor cm	93
10259	larvae	95
10260	larvae stage	5
10261	larval diet	49
10262	larval instar	40
10263	larval rearing temperature	49
10264	larval stage	35
10265	larval survival	226
10266	laser dissected	15
10267	laser microdissected area microm2	19
10268	last clinical status	84
10269	last donor creatinine	38
10270	last f/u	63
10271	last follow up	210
10272	last follow up notes	58
10273	last follow up recurrence	275
10274	last follow up survival	275
10275	last followup date	223
10276	last known status	95
10277	last status	223
10278	last tracked date	142
10279	last tracked zone	142
10280	lastedcat	87
10281	lastfollowup	36
10282	lastfudt	104
10283	lastnews or death date	71
10284	latation number	13
10285	late recurrence status 0	85
10286	latency	93
10287	latency type	10
10288	laterality	171
10289	latest mdd visit	10
10290	latitude	45
10291	lauren histology	42
10292	lauren s t ype	100
10293	lauren type	103
10294	lauren's t ype	100
10295	lauss 2012 epitype	103
10296	lav	168
10297	layer	17
10298	layer line	122
10299	layer of epithelium	25
10300	layout version	9
10301	lb strain	5
10302	lbh589	14
10303	lbm	41
10304	lbw liver/body weight	81
10305	lcap	9
10306	lcing fa	43
10307	lcing md	43
10308	lcing r	43
10309	lcis	344
10310	lcl id	481
10311	lcm location	21
10312	lcm or homogenization	24
10313	lcmv cl 13 infection	5
10314	lcmv infection type	18
10315	lcst fa	49
10316	lcst md	49
10317	lcst r	49
10318	ld	9
10319	ldh	1177
10320	ldh/190 u/l	131
10321	ldh/250 u/l	131
10322	ldh g/l	60
10323	ldh increased	117
10324	ldh u/l	141
10325	ldl	160
10326	ldl c mg/dl	13
10327	lead exposure level	41
10328	leaf color	10
10329	leaf length	11
10330	leaf location	119
10331	leaf number	29
10332	leaf order	5
10333	leaf phase	4
10334	leaf region	46
10335	leaf section	133
10336	leaf sections	7
10337	leaf segment	25
10338	leaf stage	91
10339	leaf type	19
10340	leanmass kg	252
10341	leanmass pct	252
10342	learn07 nba	87
10343	learning disabilities	56
10344	leaves	2
10345	lectin treatment	31
10346	left ventricular end diastolic diameter	14
10347	leg	21
10348	legend	755
10349	legs bmd	119
10350	legs fm	119
10351	legs lm	119
10352	legs sum	119
10353	leishmania major infected	17
10354	leishmania strain	10
10355	length	73
10356	length fe ii shock	13
10357	length mm	231
10358	length of columnar mucosa cm	47
10359	length of diet	22
10360	length of differentiation	7
10361	length of dox treatment	10
10362	length of egg to adult development time	138
10363	length of experiment hours	54
10364	length of exposure	43
10365	length of infection	8
10366	length of infection days	15
10367	length of knockdown	10
10368	length of selection	13
10369	length of treatment	94
10370	length of treatment days	22
10371	lenolidamide treatment	12
10372	lens type	35
10373	lenses per replicate	7
10374	lentiviral construct	8
10375	lentiviral infection	65
10376	lentiviral infection with nf2 either wt or l46r inactive mutant	26
10377	lentiviral plasmids	8
10378	lentiviral shrna	7
10379	lentiviral transduction	19
10380	lentiviral transfection	7
10381	lentiviral transgenes	23
10382	lentiviral vector	7
10383	lentiviral vector transduction	10
10384	lentivirally transduced transgenes	38
10385	lentivirus	255
10386	lentivirus infection	51
10387	lentivirus introduced modification	7
10388	lentivirus isoform	10
10389	lentivirus transduction	8
10390	lentivirus vector	26
10391	lentviral vector	9
10392	leprosy type	12
10393	leptin	591
10394	lesion	505
10395	lesion formation	5
10396	lesion id	99
10397	lesion number	44
10398	lesion score	20
10399	lesion severity	171
10400	lesion side	6
10401	lesion site	41
10402	lesion size mm 2	36
10403	lesion stage	49
10404	lesions	334
10405	lethality stage	19
10406	lethargy	336
10407	leu3n	86
10408	leucocytes x103xml	25
10409	leukemia cell line	12
10410	leukemia class	3251
10411	leukemia inhibitory factor lif treatment	19
10412	leukemia mouse model	13
10413	leukemia propagating cell frequency	44
10414	leukemia stem cells lsc	95
10415	leukemia type	104
10416	leukemia type by fab	7
10417	leukemic state	10
10418	leuko	119
10419	leukocyte count	21
10420	leukocyte depletion status	61
10421	leukocytes	157
10422	leukocytes x10 9/l	30
10423	leukopenia	997
10424	leukotoxin level	17
10425	leukotriene receptor antagonist use 0 no 1 yes	686
10426	level of expression of the sox9 egfp reporter gene	122
10427	level of heavy metal contamination	10
10428	level of reaction	25
10429	levels of exposure	13
10430	levels of gfp	7
10431	lf	21
10432	lg10 plasma adiponectin mg/l	201
10433	lg10 serum c reactive protein mg/l	201
10434	lgr5 expression level	59
10435	library	895
10436	library adapter	19
10437	library amplification cycles	4
10438	library batch	9
10439	library concentration	42
10440	library concentration pm	13
10441	library construction	56
10442	library construction method	114
10443	library date	348
10444	library dilution	20
10445	library fragment size	12
10446	library fragment size range	130
10447	library fragmentation	130
10448	library generation pcr f primer sequence	519
10449	library generation pcr number cycles	519
10450	library generation pcr polymerase type	519
10451	library generation pcr primer	58
10452	library generation pcr primer conc	519
10453	library generation pcr product isolation protocol	519
10454	library generation pcr r primer sequence	519
10455	library generation pcr template	217
10456	library generation pcr template conc	362
10457	library generation pcr thermocycling program	519
10458	library id	2954
10459	library kit	48
10460	library label	6
10461	library method	30
10462	library number	10
10463	library pcr amplification cycles	24
10464	library prep	3407
10465	library prep method	17
10466	library prep protocol	112
10467	library preparation	572
10468	library preparation method	15
10469	library preparation protocol	41
10470	library protocol	469
10471	library selection	409
10472	library source	26
10473	library strategy	238
10474	library type	487
10475	library type for tophat and cufflinks	49
10476	library type for tophat or cufflinks	5
10477	librarybatch	31
10478	libraryid	476
10479	libraryprep	526
10480	lif	19
10481	lif leukemia inhibitory factor status	6
10482	life cycle	24
10483	life cycle form	9
10484	life cycle stage	120
10485	life span	211
10486	life stage	522
10487	life status censoring day	196
10488	life style	102
10489	lifecycle stage	5
10490	lifesatisfaction	122
10491	lifestage	58
10492	lifestyle	252
10493	lifestyle characteristics	26
10494	ligand	178
10495	ligand concentration	34
10496	ligand treatment	54
10497	light	302
10498	light/dark	13
10499	light/dark condition	7
10500	light/dark cycle	22
10501	light condition	921
10502	light conditions	90
10503	light culture condition	16
10504	light cycle	280
10505	light dark cycle/dark	4
10506	light exposure	76
10507	light induction time point	11
10508	light intensity	28
10509	light l/dark d	19
10510	light level	49
10511	light or dark	41
10512	light regime	103
10513	light regimen ld vs dd	82
10514	light rotation	121
10515	light sources	38
10516	light timepoint	28
10517	light treatment	88
10518	light wavelength 630 nm/680 nm ratio	16
10519	lighttreatment	106
10520	lihua samples patients and samples	45
10521	lilf fa	48
10522	lilf md	48
10523	lilf r	48
10524	limb bmd	119
10525	limb fm	119
10526	limb lm	119
10527	limb region	7
10528	limb sum	119
10529	limb type	17
10530	limited rnase treatment	6
10531	limited source	24
10532	limiting nutrient	9
10533	lims hyb id	686
10534	lims src id	686
10535	lin	755
10536	lin28b	48
10537	linage	54
10538	lincrna probes	15
10539	line	6127
10540	line/background	11
10541	line/ecotype	19
10542	line/genotype	2
10543	line/genotype/variation	2
10544	line/stock	177
10545	line ab	81
10546	line ae	81
10547	line ag	81
10548	line and replicate	10
10549	line background	20
10550	line bc	81
10551	line bd	81
10552	line be	81
10553	line cd	81
10554	line fg	81
10555	line name	37
10556	line number	332
10557	line pair	288
10558	line phenotype abdomincal fat content	67
10559	line source	3
10560	line type	118
10561	lineage	1445
10562	linear amplification	14
10563	lines	7
10564	linfonode	14
10565	linfonodes	91
10566	link	3812
10567	linker	10
10568	linker 5 3	7
10569	linker 5' 3'	7
10570	linker primer sequence	2
10571	linker primersequence	2
10572	linker sequence	5
10573	lipid phenotype	16
10574	lisch nodules	45
10575	listeria infection status	61
10576	listeria monocytogenes egd note	28
10577	listeria strain	7
10578	literature reported histotype	11
10579	lithium treated	17
10580	lithium treatment	87
10581	litter	773
10582	litter id	51
10583	litter number	103
10584	litter pair	17
10585	litter size	169
10586	litterid	25
10587	litternumber id	110
10588	little cafe au lait macules number	31
10589	live births	31
10590	live weight	16
10591	liver	38
10592	liver esr1 mrna	26
10593	liver failure	84
10594	liver fibrosis stage	37
10595	liver g	12
10596	liver histology	7
10597	liver left lobe, male moli mall total rna received from national human genome research institute was analyzed through bioanalyzer and passed our quality control test the mrna was processed according t	2
10598	liver lobe	31
10599	liver metastasis	252
10600	liver right lobe, female moli fell total rna received from national human genome research institute was analyzed through bioanalyzer and passed our quality control test the mrna was processed accordin	2
10601	liver sample group	158
10602	liver vtg mrna	26
10603	liverdamage	41
10604	liverinflammation	141
10605	livernmr fat	435
10606	livernmrfat g	435
10607	livernmrlean g	435
10608	liversteatosis	141
10609	liveweight	57
10610	living	173
10611	living paired biopsies	69
10612	lkb1	79
10613	lkb1 mutation status	116
10614	lkid g	12
10615	lm	123
10616	lm event	100
10617	lmbc folr1 wild type, gestational day	10
10618	lmbc folr1neo/neo, gestational day	10
10619	lmfs yr	100
10620	lmna mutation status	11
10621	lmp1 expression	5
10622	lmp1 mrfp expression level	7
10623	lmp2a	33
10624	lms status	59
10625	ln	546
10626	ln examined	159
10627	ln hh income	122
10628	ln involvement	39
10629	ln positive	159
10630	ln positive total	341
10631	ln status	269
10632	ln sum sg	39
10633	lna	75
10634	lncrna previous name	138
